"rating_vehicle_number";"rating_driveability";"rating_speed";"rating_vehicle_cleanliness";"rating_comment";"create_time"
"957";"5";"5";"5";"labai gerai, jog nelaukia atidarytomis durimis";"2016-10-21 13:07:30"
"4017";"5";"5";"5";"";"2016-10-21 12:57:50"
"505";"3";"1";"3";"Ir vel vairuotojas atvyko i st 3 min per anksti..";"2016-10-21 09:03:24"
"1106";"1";"4";"4";"duris atidarinejo dar vaziuojant autobusu, islipus pastebejau kad vairuotoja turi rankoje telefona ir issiblaskiusi kazko iesko kisenese.";"2016-10-21 08:07:54"
"1106";"2";"4";"4";"pradejo letai riedeti dar likus ilipti 3 zmonems, bijojau veluoti i darba tai taip pat i riedanti lipau tikedamasis kad neuzdarines duru tuo metu. autobusas nebuvo perpildytas.";"2016-10-21 08:00:45"
"2620";"3";"1";"3";"Vairuotojas iš galinės stotelės t.y. Stoties išvyko 3 minutėm anksčiau. Pagal tvarkaraštį 06:13 o išvažiavo 06:13. Toliau esant minusinei oro temperatūrai troleibuso salone šildymas neįjungtas.";"2016-10-21 06:14:24"
"741";"5";"4";"4";"ok";"2016-10-20 21:04:02"
"988";"1";"5";"4";"jausmas toks, kad pedalus painioja. spusteli gaza, o iskart po to isibegejus staigiai stabdo. visas autobusas linguoja. jeigu jau prieky geltona sviesa - geriau sustoti, nei lekti iki paskutines sekundes ir suvokus, kad nespes persokti sankryzos, staigiai stabdyti.";"2016-10-20 18:39:05"
"2515";"5";"4";"1";"pilnas troleibusas";"2016-10-20 18:32:11"
"812";"2";"5";"1";"Autobuse stiprus duju kvapas, kuris issaukia net galvos svaigima!!! Vairavimo kokybe cia jau atskira tema. 

Noreciau sulaukti komentaro apie tokia pasibaisetina autobusu bukle. 
lemarkovsk@gmail.com
Aciu!";"2016-10-20 18:28:39"
"9310";"5";"1";"5";"Goštauto gatve autobusas juda dešimtkart lėčiau už pėsčiąjį. 
BŪTINA  A  juosta!";"2016-10-20 17:43:25"
"198";"5";"0";"3";"I Antakalnio ziedo sustojima atvyko pavelaves 3min";"2016-10-20 16:39:54"
"936";"5";"5";"5";"PUIKU! Nuotabu! Labai gerai! Nebesakykite ir nesiteisinkite, jog viesajame salta, nes stoteles arti viena kitos, kazkaip sis vairuotojas visada silta salona islaiko. Niekada neveluoja (atkreipiau demesi i si vairuotoja!). Labai viskas gerai.";"2016-10-20 16:25:31"
"968";"2";"1";"2";"DĖMESIO DĖMESIO DĖMESIO!!!!!!!!Mars. nr. 87 14:56 VISADA is ziedo isvaziuoja PER ANKSTI!!!! Tvarkykit tvarkarascius kad zmones is 52 spetu i 87 nes visad nuvaziuoja pries nosi!!!!";"2016-10-20 15:16:07"
"1529";"5";"5";"5";"WOW!!! Taip istariau, kai troleibusas mars. nr. 3 atvaziavo i zaliajo tilto st 14:47 uz vairo jauna mergina, kuri tikriausi dar mokosi, bet uz visuomeninio transporto vairo pamatyti vis reciau zmogu kuris priima isukius :) Dziaugiuosi, kad ateina vis jaunesniu zmoniu uz VVT vairo :)";"2016-10-20 14:51:39"
"621";"2";"1";"4";"Vairuotoja nesilaiko grafiko, atvaziavo 3 min per anksti! Vaziuodama link kitos stoteles, sustojo vidury gatves paiimti begancio keleivio link senuju gineitiskiu stoteles. Jei nera laikomasi grafiko, aisku reik visus begancius pakeliui sugaudyt. Vos ne kiekviena diena rasau cia atsiliepima apie per ankti atvaziuojanti autobusa, net nieks nereguoja?!";"2016-10-20 09:07:04"
"2120";"1";"3";"3";"vairuotojas be reikali akseleruoja, veliau staigiai stabdo, keleiviai trankosi i tureklus, mes nuo tokio akseleravimo ir stabdymo neissilaiko. 7 troleibusas, BNA:720, 08:15";"2016-10-20 08:15:14"
"188";"4";"5";"5";"";"2016-10-20 08:06:35"
"2624";"1";"5";"2";"vairuoja belekaip. visi zmones vos ant koju laikosi";"2016-10-20 07:59:07"
"2624";"3";"5";"5";"laikas ismokti troleibusu vairuotojam stabdyti ne kaip vezant bulviu maisus o zmones.";"2016-10-20 07:56:08"
"2671";"1";"2";"2";"Pavojingai staigiai stabdo, visi keleiviai laksto po salona nuo tokio stabdymo. neijungtas sildymas, taip pat isjunge apsvietima, nors dar tamsu.";"2016-10-20 07:40:12"
"1116";"2";"3";"5";"sukele avarine situacija prie p ir p baznycios. ziedo, o po to dar apipypno ta masina.  pro priekines. duris isleidzia tik paprasius is pilno autobuso";"2016-10-20 07:32:49"
"151";"5";"4";"3";"Kodėl rytinio piko metu paleidžat ""trumpą"" autibusą? Žmonės važiuoja susispaudę, karšta.. Nėra kuo kvėpuoti..";"2016-10-20 07:28:50"
"777";"5";"5";"5";"";"2016-10-20 05:47:21"
"767";"3";"1";"3";"";"2016-10-19 22:06:33"
"545";"1";"3";"4";"Buvo labai sunki kelione. Vos nepalikau dantu ant sedynes, kai pora kartu stabde. Ir labai garsiai burzge, kad net negalejau girdeti savo minciu. Mano laikais traktoriuje buvo lengviau susisneket.";"2016-10-19 18:53:23"
"776";"3";"5";"5";"duris uzdarineja dar nespejus ilipti. vos nesibaige prispaudimu.";"2016-10-19 18:33:41"
"9302";"3";"1";"5";"nesilaiko grafiko";"2016-10-19 17:07:28"
"448";"2";"4";"5";"";"2016-10-19 16:45:07"
"502";"1";"1";"1";"gaidys ne 32";"2016-10-19 16:12:12"
"1637";"5";"5";"5";"Pirmas sutiktas senas, bet kvepiantis troleibusas su svariomis isplautomis sedynemis";"2016-10-19 15:25:47"
"454";"0";"0";"5";"tvarkinga";"2016-10-19 11:58:59"
"840";"4";"1";"3";"vėlavo 17 min.";"2016-10-19 08:46:55"
"510";"3";"1";"3";"vietoj 8.05 atvaziavo i st.spaudos rumai 8.16";"2016-10-19 08:42:36"
"840";"2";"1";"5";"";"2016-10-19 08:09:23"
"059";"0";"0";"1";"Stovėdamas stotelėje neatidarė durų pribėgusiam keleiviui. Į durų beldimą nereagavo ir išvažiavo";"2016-10-19 07:21:12"
"4014";"1";"5";"5";"Vairuotojas virsijo leistina greiti,nesilaike saugaus atstumo, vos nesukele avarijos,spejo sustabdyt pries ivaziuodamas i gala lengvajai";"2016-10-18 18:21:14"
"1542";"1";"3";"3";"vos nepravaziavo per raudona del to staigiai stabde (sedint beveik is swdynes iskritau) kitoje sankryzoje sukdama i kaire nepraleido pesciojo. troleibuao duris atidaro nesustojus";"2016-10-18 18:10:49"
"9314";"1";"1";"4";"Autobusas vėlavo. Vairuotojas keleivius vežė rizikuodamas jų saugumu - atidarydavo arba uždarydavo duris autobusui judant, pradėdavo judėti ar uždarinėti duris visiems nesulipus, keliose stotelėse neleido sulipti visiems keleiviams uždarydamas duris, taip pat, balsu šaukdamas ragino keleivius greičiau lipti nors keleiviai nedelsė, tai darė rusų kalba.";"2016-10-18 17:29:32"
"748";"1";"1";"1";"vairuotokas nuo pramogu arenos iki kudirkos stoteles vaziavo 25 minutes. greitasis autobusas taip neturi vaziuot letai. atrodo kad specialiai vilkino laika";"2016-10-18 16:54:36"
"476";"1";"0";"0";"Neišleido vyresnio amžiaus keleivio stotelėje";"2016-10-18 16:43:20"
"167";"2";"5";"5";"";"2016-10-18 16:37:51"
"1677";"5";"5";"5";"Nuostabi, mandagi, maloni vairuotoja.";"2016-10-18 16:00:50"
"774";"1";"1";"1";"eiline problema. kodel autobuso vairuotojas skuba taip, kad neturi laiko net ileisti/isleisti keleiviu?? turi lipti kitam ant galvu, kei nenori, kad pries nosi tau neuzdarytu duru. vos uzdares duris, spaudzia akceleratoriu taip, jog griuni ant kitu keleiviu. vairuotojui nesvarbu ar jis veza zmones ar smelio maisus.";"2016-10-18 15:24:52"
"2595";"4";"5";"5";"";"2016-10-18 15:11:33"
"833";"2";"1";"5";"vairuotoja - trolis arba girta. butu idomu jei patikrintumete ir pranestumete";"2016-10-18 08:37:07"
"1107";"4";"4";"1";"Langai aprasoje ir salone per salta. Neijungtas sildymas. Nesilaikoma higienos normu.";"2016-10-18 08:35:16"
"1616";"4";"1";"5";"Atvaziavo 6 min anksciau, nera sildymo";"2016-10-18 07:08:00"
"963";"4";"2";"4";"Vairuotojas neileido merginos, kuri buvo prasiusi ir tuksendama i autobusa. TVARKYKITES SU VAIRUOTOJAIS!!!!";"2016-10-18 07:04:49"
"4";"5";"3";"3";"";"2016-10-17 21:05:37"
"9310";"5";"5";"5";"";"2016-10-17 19:54:42"
"2716";"5";"5";"5";"Su duru uzdarymo garsu galite suzaloti zmogu :)";"2016-10-17 17:09:23"
"159";"4";"1";"3";"nesant kamščiams vairuotojas vėlavo. vietoj stops.lt nurodytos pusvalandžio trukmės kelionės, reikiamoje stotelėje išlipau po 40 min.
be to, vairuotojas važiavo atsidaręs langą, pro kurį mėtė gliaudomų saulėgrąžų lukštus, dėl ko autobuse buvo beprotiškai šalta ir pūtė vėjas.";"2016-10-17 17:08:42"
"141";"2";"1";"3";"nemandagus vairuotojas. Del autobuso velavimo teko paveluoti į lėktuvo skrydį.";"2016-10-17 09:39:43"
"1666";"4";"5";"2";"vidurinis komposteris neįjungtas";"2016-10-17 09:31:31"
"1553";"1";"3";"3";"Troleibusas buvo pilnutelis, pirmadienio rytas pries darba, laikytis beveik nebuvo uz ko, viena ranka laikiausi uz kabancios rankenos, tada vairuotojas isibegejo nuo Ciurlionio meno mokyklos ir nemate, kad toleliau tuoj perdegs zalias sviesoforo signalas, taigi ypac staigiai stabde, as turbut pasitempiau ranka, nes tikrai labai skaudejo ir teneskauda. Visi virto vaziavimo kryptimi. Posukiai irgi buvo labai staigus. Nemalonus pirmadienio rytas ?";"2016-10-17 09:11:41"
"498";"2";"1";"2";"32 autobusas kiekviena diena atvaziuoja i antezeriu stotele 3-4 min anksciau!!";"2016-10-17 09:03:35"
"510";"3";"1";"3";"vietoj 8.05 atvaziavo i st.spaudos rumai 8.16";"2016-10-17 08:50:45"
"779";"2";"1";"3";"Neleiskit moterims vairuoti jos netinkamos autobusu vairavimui!!!";"2016-10-17 08:34:28"
"1531";"5";"5";"5";"Visai nesildomas troleibusas ir neveikia ne vienas komposteris, terodo sistemos info. Rekomenduoju labiau pasistengti myleti savo klientus";"2016-10-17 08:31:34"
"139";"1";"1";"1";"";"2016-10-17 08:28:24"
"1677";"1";"4";"3";"Teko ""mėgautis"" vairuotojo muzikiniu skoniu. Kadangi nėra uždaros pertvaros, muzika grojo gan garsiai ir keleiviai žvalgėsi vienas į kitą nesuprasdami, kodėl tai vyksta.";"2016-10-17 08:07:01"
"1547";"1";"3";"2";"gal jau uždrauskite vairuotojoms kalbėtis mobiliuoju telefonu vairuojant, juk ne malkų krūvą veža ir turėtų susikoncentruoti į vairavimą, o ne pliurpalus bereikšmius. kažkaip nesaugu važiuoti tokia transporto priemone.";"2016-10-17 07:59:31"
"729";"1";"1";"1";"";"2016-10-17 07:57:59"
"544";"4";"3";"5";"galėtumėt įjungti šildymą. nėra labai faina pusvalandį važiuoti autobusu kuriam jauties taip pat kaip lauke.";"2016-10-17 07:18:15"
"982";"0";"1";"0";"autobusas sugedo. nepasiekiau kelionės tikslo. autobuso nr. hej580";"2016-10-17 07:13:56"
"984";"4";"5";"4";"";"2016-10-16 16:08:48"
"1628";"5";"5";"2";"12 troleibuso maršruto vairuotojas labai kultūrigas. Stotelėje pamatęs, kad lipa moteris su kūdikiu ir vežimėliu, jai niekas nepadeda, šoko kaip raketa iš kabinos ir nuėjo padėti jaunai mamai. Tikrai labai gražus poelgis!";"2016-10-16 15:09:25"
"947";"1";"5";"4";"vairuotojas uzdare duris pries merginai ilipant i autobusa (Gedvydziu st.) vaziuojant link seskines marsruto nr 87 laikas: 14:30Val.";"2016-10-16 14:32:44"
"989";"4";"5";"5";"buvau su vaiku bei vežimėliu, paspaudus mygtuką, kad planuoju išlipti su vežimėliu neprivažiavo ganėtinai arti kad išlipčiau be pagalbos";"2016-10-16 14:32:11"
"497";"5";"5";"5";"";"2016-10-16 13:15:55"
"980";"5";"5";"5";"";"2016-10-16 10:27:38"
"152";"4";"1";"4";"";"2016-10-16 10:00:27"
"1661";"5";"5";"1";"Sveiki, kada bus uždrausta vairuotojams rūkyti troleibusų ir autobusų kabinose? :) Visas troleibusas smirda :)";"2016-10-15 21:06:26"
"2977161323";"2";"1";"1";"";"2016-10-15 12:18:14"
"751";"5";"5";"5";"";"2016-10-15 10:27:12"
"717";"2";"1";"3";"Vidury savo reiso sustojo ir islipo parukyt";"2016-10-14 20:11:18"
"710";"2";"1";"3";"vidury reiso sustojo ir islipo parukyt";"2016-10-14 20:10:11"
"2673";"1";"0";"0";"Labai salta, junkit sildyma lauke minusas!!!!";"2016-10-14 19:38:04"
"972";"3";"4";"4";"";"2016-10-14 19:27:25"
"477";"4";"5";"5";"labai salta autobuse, o lauke jau minusas";"2016-10-14 19:15:42"
"523";"3";"1";"3";"i St.Spaudos rumai 17.05 neatvaziavo";"2016-10-14 19:15:05"
"423";"1";"3";"3";"zmonems pries nosi uzdaromos durys. Nepalaukiama, per veidrodeli nepaziurima. Kad su durimis prispaudzia zmogu taip pat neidomu.  Panasu, kad vairuotojas gerai zino tik stabdzio ir gazo pedalus. Vaziuodamas kelyje tarp masinu saugaus atstumo taip pat nesilaiko. Tikriausiai labai gerai stabdys veikia.";"2016-10-14 17:32:57"
"523";"3";"1";"3";"i St.Spaudos rumai 17.05 neatvaziavo";"2016-10-14 17:26:31"
"150";"0";"1";"0";"Naugarduko stotelė nuo vilkpedės žiedo taip toli, kad net per vieną stotelę važiuojant sugeba vėluot 8 minutes. Dar syk palinkėsiu greičiau jūsų kontorai užsilenkt ir užleist vietą normaliam vežėjui.";"2016-10-14 16:08:21"
"717";"3";"1";"4";"vėlavo 30 minučių.";"2016-10-14 16:06:54"
"986";"1";"3";"3";"";"2016-10-14 13:19:14"
"966";"5";"5";"5";"";"2016-10-14 13:11:34"
"4010";"5";"1";"5";"09:55 3g isvis neatvaziavo, laukiau Tako stotelej. Gerokai susalau belaukdama ir velavau i darba.";"2016-10-14 10:09:01"
"374";"1";"1";"1";"marsrutas iveiktas per 3 kartus ilgesni laika. vairuotojas nesupranta, kad veza zmones. autobusas tokio amziaus, kad tiktu man i senelius. apibendrinant, nuostabi patirtis!";"2016-10-14 09:02:45"
"624";"4";"1";"4";"Vėlavo 15 min todėl turėjau lauke laukti 20 min. Suprantu kad rytais būna kamščiai, bet nesuprantu kaip kiti autobusai vėluoja tik pora min? Reikėtų keisti tvarkaraščius arba vairuotojus.";"2016-10-14 08:24:27"
"078";"5";"5";"5";"";"2016-10-14 08:11:27"
"700";"5";"5";"5";"";"2016-10-14 07:19:34"
"1133";"1";"4";"2";"vairuotojas vos neprivėrė man rankos ir pėdos kai lipau lauk ir praktiškai uždarė duris prieš pat nosį";"2016-10-14 07:17:51"
"841";"3";"5";"5";"7 ryte neijungtas sildymas!!!";"2016-10-14 07:04:37"
"058";"1";"1";"1";"licejus st. 21:59";"2016-10-13 22:03:03"
"9309";"5";"5";"4";"Vairuotojas labai tvarkingai vairuoja autobusa.";"2016-10-13 19:19:56"
"976";"0";"5";"4";"berods viskas tvarkoj.";"2016-10-13 19:05:47"
"943";"5";"5";"5";"Groja rusiska muzika :((";"2016-10-13 18:16:51"
"1110";"1";"1";"5";"Atvyko anksciau. Vairuoja kaip beprotis. Prispaude zmogu su durimis. Isleido tik po kurio laiko ne stoteleje";"2016-10-13 18:02:19"
"4008";"2";"3";"3";"Lekimas, nuolatinis gazas-stop-gazas-stop trukciojimas. Siaubinga kelione, sekancioj stotelej islipau.";"2016-10-13 17:16:21"
"150";"0";"1";"0";"Pastovus velavimai arba atvykimai anskciau nei grafiku. -+4min";"2016-10-13 16:56:19"
"666";"5";"5";"5";"gerai";"2016-10-13 16:42:18"
"1591";"5";"5";"5";"";"2016-10-13 15:01:28"
"502";"5";"5";"5";"";"2016-10-13 13:48:36"
"524";"4";"4";"3";"";"2016-10-13 13:33:52"
"3013";"5";"5";"5";"Viskas puiku, bet transporte dar skamba garsinis pranesimas del pokyciu nuo spalio 1 d. Gal verta pakeisti ir informuoti apie VT eisma Veliniu metu.";"2016-10-13 11:05:32"
"974";"5";"5";"5";"";"2016-10-13 09:29:03"
"2644";"5";"5";"5";"Nu nesilta troleibuse.";"2016-10-13 08:43:57"
"9318";"2";"5";"5";"vairuotajas vairuodamas autobusą kalbasi mobiliuoju telefonu. 10.13, 08:21";"2016-10-13 08:25:05"
"791";"5";"4";"5";"";"2016-10-13 08:12:51"
"2621";"5";"2";"3";"Troleibusas atvažiavo anksčiau laiko, bet vairuotojas buvo malonus ir sustojo paimti nespėjusius. Visgi būtų smagu, jei nereikėtų bėgti į per anksti nuvažiuojantį troleibusą.";"2016-10-13 07:42:42"
"2122";"5";"5";"5";"";"2016-10-13 07:23:15"
"1492";"1";"1";"1";"vairuotojas uzdaro duruis, pradeda vaziuoti keleiviams neilipus. issakiau savo nepasitenkinima. buvau aprektas. pamates kad as vertinu kelione vairuotojas tik numojo ranka.";"2016-10-13 07:17:32"
"842";"4";"4";"5";"Barška važiuoklė";"2016-10-12 20:28:26"
"747";"5";"5";"5";"puikus vairuotojas";"2016-10-12 19:53:38"
"1614";"5";"5";"5";"";"2016-10-12 19:39:03"
"337";"2";"5";"5";"Vairuotojo vairavimo kultūra tikrai ne kokia. Tarsi vežtų ne žmones, o negyvus daiktus.";"2016-10-12 19:00:05"
"2697";"1";"0";"5";"Labai pikta vairuotoja, aprėkė keleivę.";"2016-10-12 17:48:35"
"2462";"1";"3";"3";"Važiuoja per raudona, nepraleidžia pesčiųjų.";"2016-10-12 17:43:08"
"730";"1";"4";"5";"Vairuotoja kalbasi su salia jos stovinciu keleiviu ir nesusikoncentruoja i kelia, kas privercia staigiai stabdyti.";"2016-10-12 17:35:59"
"4013";"1";"0";"0";"Ivaziavo i sankryza, kai uz jos buvo kliutis ir blokavo pravaziavima kutoms transporto priemonems taip, kad ne vienas automobilis negalejo pravaziuoti per 2 zalio sviesoforo ciklus.";"2016-10-12 17:24:18"
"874";"5";"4";"4";"Visa kelia autobuse ramybes nedave kazkokie GARSUS ir neaiskus garsai, kurie sklinda is virs duru.";"2016-10-12 16:26:24"
"498";"4";"3";"4";"Vienoje iš pirmųjų stotelių vėlavo 5 min. nors nebuvo jokių kamsčių.";"2016-10-12 16:21:15"
"1556";"1";"1";"1";"very cold cold!!!!!";"2016-10-12 15:37:40"
"999";"4";"5";"4";"Autobuso salonas buvo sildomas, todel buvo labai gera vaziuoti, net nesinorejo islipti. Aciu";"2016-10-12 14:03:58"
"771";"4";"5";"2";"";"2016-10-12 13:38:23"
"1617";"5";"5";"5";"geras vairuotojas.  pagarba senam žmogui,  gerai atliekamas darbas";"2016-10-12 09:20:03"
"852";"5";"5";"5";"58 autobuso vairuotojas  numeris 852 
super! daugiau tokiu!";"2016-10-12 08:25:18"
"1594";"3";"3";"3";"cold cold cold";"2016-10-12 08:14:34"
"842";"5";"5";"3";"";"2016-10-12 08:13:02"
"1594";"4";"3";"2";"cold";"2016-10-12 08:06:27"
"620";"4";"1";"2";"";"2016-10-12 07:22:25"
"984";"5";"3";"5";"";"2016-10-11 19:46:12"
"1594";"1";"4";"3";"Su tokia vairavimo maniera sunku išsilaikyti net laikantis abiejomis rankomis už turėklų";"2016-10-11 18:36:12"
"400";"1";"1";"1";"";"2016-10-11 18:21:34"
"2478";"1";"4";"2";"Spalio 11-tą Šeimyniškių gatvėje ~18:04 h toleibusas kirto reguliuojamą pėsčiųjų perėją esant raudonam šviesoforo signalui. Tuo metu perėjoje buvo žmonių...";"2016-10-11 18:10:10"
"1119";"4";"5";"4";"";"2016-10-11 13:17:13"
"761";"3";"1";"4";"Veluoja";"2016-10-11 13:12:42"
"1720";"5";"5";"4";"Veikia tik 1 komposteris iš trijų.";"2016-10-11 13:05:12"
"1637";"4";"5";"2";"Grafičiai salone, nedega šviestuvas prie 3 durų.";"2016-10-11 13:03:51"
"2441";"1";"1";"1";"važiuoja kaip nzn kas";"2016-10-11 11:45:19"
"1953";"4";"4";"3";"";"2016-10-11 09:07:22"
"772";"5";"5";"5";"Ne visi komposteriai veikia.";"2016-10-11 08:23:03"
"456";"5";"4";"5";"Vėlavo 5min tačiau atvyko laiku.";"2016-10-11 08:20:55"
"1641";"1";"3";"4";"Vairuotoja nesupranta kad veža žmones, o ne malkas";"2016-10-11 07:31:29"
"1512";"3";"1";"4";"kam reikalingi grafikai jeigu veluoja atvažiuoti į antrą maršruto stotelę 5 min?";"2016-10-11 06:44:57"
"1614";"2";"5";"5";"vairuoja baisiai trūkčiodama, net sedėti patogiai neįmanoma. mėto į visas puses";"2016-10-11 06:22:57"
"869";"3";"5";"5";"Tuskulenu rimties parko stoteleje uzdieniete studente bande ilipti per priekines duris (kaip ir daug kur civilizuotose salyse daro) tai vairuotojas pamates, kad mergina stovi prie priekiniu duru pradejo keiktis ir plusti keismazodziais mergina ir tik tuomet atidare priekines duris. Nemanau, kad tai yra normalus vairuotojo elgesys. Dirbant aptarnavimo sferoje reiketu ismokti mandagumo ir i klienta ziureti pozityviai. Bet toks storzieviskumas vairuotojo tikrai nera normalu!!";"2016-10-11 05:57:42"
"9316";"5";"5";"5";"nuostabus autobusas, vairavimo kokybe, saugumas";"2016-10-10 21:25:54"
"700";"4";"5";"4";"Maloniai greitas, be staigių manevrų ir stabdymų.";"2016-10-10 19:16:35"
"150";"4";"1";"4";"Vėlavo 7 min";"2016-10-10 17:53:51"
"480";"2";"3";"5";"Labai greitai stabde autobusa";"2016-10-10 17:46:44"
"773";"3";"4";"5";"";"2016-10-10 17:29:37"
"1614";"5";"5";"5";"Smagu matyti, kaip palaipsniui tvarkomas troleibusu vidus ?";"2016-10-10 17:28:54"
"743";"5";"5";"5";"aciu kad pagaliau paleidot ilga autobusa pa iu piku!:)";"2016-10-10 15:59:51"
"275";"4";"5";"4";"";"2016-10-10 15:23:20"
"512";"1";"1";"1";"Vairuotojas prispaude vaika islipanti is 3g seskines pol. st 14:49";"2016-10-10 14:51:20"
"1299284843";"5";"5";"5";"";"2016-10-10 14:47:52"
"4017";"1";"1";"1";"";"2016-10-10 14:28:01"
"790";"3";"3";"1";"";"2016-10-10 14:19:41"
"2499";"2";"3";"2";"";"2016-10-10 13:40:54"
"505";"5";"5";"5";"Puiki kelionė ir atvykimas laiku.";"2016-10-10 10:16:12"
"965";"3";"5";"1";"vairuotojas ruko autobuse";"2016-10-10 09:17:14"
"9302";"2";"5";"4";"Visa laika is pradziu staigiai pajuda is vietos, o tik po to uzdaro duris.";"2016-10-10 09:04:44"
"776";"3";"1";"3";"I jovaro st. Atvyko per anksti. Gal jusu vairuotojai megaujasi ziuredami kaip 5 zmones pirmadienio ryte bega i autobusa?";"2016-10-10 08:06:31"
"2668";"5";"4";"3";"Gerai.";"2016-10-10 08:05:15"
"2499";"5";"5";"5";"";"2016-10-10 06:38:06"
"2716";"4";"5";"4";"";"2016-10-09 19:56:59"
"2716";"4";"5";"3";"";"2016-10-09 19:56:50"
"919";"1";"1";"0";"vairuotojas visur velavo 4-5minutes, todel nespejau persesti i kita autobusa, nors pagal tvarkarasti ir greiciausio marsruto planavima turejo likti 3 minutes persedimui. be to vairuotojas visa laika plepejo su draugu, del ko nesaugiai vairavo";"2016-10-09 16:41:06"
